query_id,variant,method,schema_hit,schema_miss,n_expected_scalar,n_filled,full_coverage,all_types_correct,inst_ready,any_type_mismatch,any_slot_comparable,param_coverage,type_match,n_numeric_mentions,ambiguity_bucket,slot_count_bucket,predicted_doc_id,gold_doc_id,query_text_preview
nlp4lp_test_248,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,6,high,4+,nlp4lp_test_248,nlp4lp_test_248,An airport can either install escalators or elevators. Escalators can transport 20 people every minute whereas elevators
nlp4lp_test_249,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,9,high,3,nlp4lp_test_249,nlp4lp_test_249,"A research group is making fabric and plastic using two methods, method A and method B. Method A produces 25 units of fa"
nlp4lp_test_250,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,9,high,3,nlp4lp_test_250,nlp4lp_test_250,A taxi company will purchase vehicles to rent to their drivers. They are interested in purchasing either motorcycles or 
nlp4lp_test_251,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_251,nlp4lp_test_251,"Due to an accident, at least 550 locals must be moved across a lake. They can either be transported over the lake by a k"
nlp4lp_test_252,orig,tfidf,1,0,5,5,1,0,1,1,1,1.0000,0.8000,4,medium,4+,nlp4lp_test_252,nlp4lp_test_252,A drop-in clinic is performing a test either through the ear or blood. A blood test takes 30 minutes to perform while an
nlp4lp_test_253,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.3333,5,medium,4+,nlp4lp_test_253,nlp4lp_test_253,A researcher is outsourcing annotations and has two options: a specialized third-party or a common third-party annotatio
nlp4lp_test_254,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_254,nlp4lp_test_254,A golf course is hosting an event and can transport guests using either golf carts or pull carts. A golf cart can take 4
nlp4lp_test_255,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_255,nlp4lp_test_255,A smoothie shop has a promotion for their two smoothies; an acai berry smoothie and a banana chocolate smoothie. It take
nlp4lp_test_256,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,7,high,4+,nlp4lp_test_256,nlp4lp_test_256,A handmade sports equipment manufacturing company makes basketballs and footballs. Basketballs require 5 units of materi
nlp4lp_test_257,orig,tfidf,1,0,8,8,1,1,1,0,1,1.0000,1.0000,8,high,4+,nlp4lp_test_257,nlp4lp_test_257,"A researcher must perform two types of experiments, in-vivo and ex-vivo. In-vivo experiments requires 30 minutes to prep"
nlp4lp_test_258,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,5,medium,4+,nlp4lp_test_258,nlp4lp_test_258,A village delivers mail to nearby villages either by runners or canoers. Runners can carry three bags of mail each time 
nlp4lp_test_259,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_259,nlp4lp_test_259,"A woman on a diet needs to eat two types of meal preps, a smoothie and a protein bar. Each smoothie contains 2 units of "
nlp4lp_test_260,orig,tfidf,1,0,9,9,1,0,0,1,1,1.0000,0.4444,9,high,4+,nlp4lp_test_260,nlp4lp_test_260,"A clinical firm has two factories, a northern factory and a western factory, where they make expensive anti-itch injecti"
nlp4lp_test_261,orig,tfidf,1,0,10,9,0,1,1,0,1,0.9000,1.0000,9,high,4+,nlp4lp_test_261,nlp4lp_test_261,A hospital prepares batches of medication patches and anti-biotic creams. Each medication patch requires 3 minutes to pr
nlp4lp_test_262,orig,tfidf,1,0,5,5,1,0,1,1,1,1.0000,0.8000,5,medium,4+,nlp4lp_test_262,nlp4lp_test_262,A company in the desert can transport goods to rural cities either by camel caravans or desert trucks. A camel caravan c
nlp4lp_test_263,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_263,nlp4lp_test_263,"A biotechnology company has 35,000 units of antibiotics available which is important to the process of making a first-do"
nlp4lp_test_264,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,4,medium,4+,nlp4lp_test_264,nlp4lp_test_264,Both chemical A and chemical B need to be added to a mixer for making bread. One unit of chemical A takes 30 seconds to 
nlp4lp_test_265,orig,tfidf,1,0,8,8,1,0,1,1,1,1.0000,0.8750,8,high,4+,nlp4lp_test_265,nlp4lp_test_265,A senior home has snacks of spinach and soybeans to increase their intake of iron. A cup of spinach contains 100 units o
nlp4lp_test_266,orig,tfidf,1,0,9,8,0,0,0,1,1,0.8889,0.6250,3,medium,4+,nlp4lp_test_266,nlp4lp_test_266,A keyboard manufacturer makes mechanical and standard keyboards. Mechanical keyboards are becoming more popular and thus
nlp4lp_test_267,orig,tfidf,1,0,6,6,1,0,1,1,1,1.0000,0.8333,6,high,4+,nlp4lp_test_267,nlp4lp_test_267,A tourism company can buy sedans or buses to add to their fleet of vehicles to increase their capacity for more tourists
nlp4lp_test_268,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,2,low,0,nlp4lp_test_28,nlp4lp_test_268,A dessert shop is popular for their only two desserts - matcha ice cream and orange sorbet. Two units of flavouring and 
nlp4lp_test_269,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,4,medium,4+,nlp4lp_test_269,nlp4lp_test_269,A daycare center has children they must pick up and can use two types of vehicles: bus or a personal car. A bus can carr
nlp4lp_test_270,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,4,medium,4+,nlp4lp_test_270,nlp4lp_test_270,Both coconut oil and lavender need to be added to a body wash. One unit of coconut oil takes 0.7 minutes to be effective
nlp4lp_test_271,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,3,medium,4+,nlp4lp_test_271,nlp4lp_test_271,"A chemical company uses two tests, a salinity test and a pH test. Each unit of the salinity test requires three probes. "
nlp4lp_test_272,orig,tfidf,1,0,6,6,1,0,0,1,1,1.0000,0.5000,6,high,4+,nlp4lp_test_272,nlp4lp_test_272,A municipality hires full-time and part-time staff to deliver mail. Part-time staff works 15 hours per week and gets pai
nlp4lp_test_273,orig,tfidf,1,0,9,9,1,0,0,1,1,1.0000,0.7778,9,high,4+,nlp4lp_test_273,nlp4lp_test_273,A landscaper has 2500 square feet of grass land in a customer’s backyard where they need to cut grass using either a hea
nlp4lp_test_274,orig,tfidf,1,0,6,6,1,1,1,0,1,1.0000,1.0000,6,high,4+,nlp4lp_test_274,nlp4lp_test_274,A park is designing their trails and can either create a wide trail or a narrow trail. A wide trail can take 50 visitors
nlp4lp_test_275,orig,tfidf,1,0,7,7,1,0,0,1,1,1.0000,0.7143,7,high,4+,nlp4lp_test_275,nlp4lp_test_275,A brewery can ferment their product into either wine or kombucha. Each unit of wine requires 3 units of fruit and 8 unit
nlp4lp_test_276,orig,tfidf,1,0,6,5,0,0,0,1,1,0.8333,0.4000,6,high,4+,nlp4lp_test_276,nlp4lp_test_276,A hospital can transport their patients either using a type II ambulance or hospital van. The hospital needs to transpor
nlp4lp_test_277,orig,tfidf,1,0,1,1,1,1,1,0,1,1.0000,1.0000,7,high,1,nlp4lp_test_277,nlp4lp_test_277,"PROBLEM TYPE: LP

PROBLEM INFO: 

- Suppose that there are \var{N} available currencies, and assume that one unit of cur"
nlp4lp_test_278,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,5,medium,2,nlp4lp_test_278,nlp4lp_test_278,"PROBLEM TYPE: LP

PROBLEM INFO: 
- Consider a set \var{P} described by linear inequality constraints, that is:
 \var{P} "
nlp4lp_test_279,orig,tfidf,1,0,5,5,1,0,1,1,1,1.0000,0.8000,7,high,4+,nlp4lp_test_279,nlp4lp_test_279,"PROBLEM TYPE: LP

PROBLEM INFO: 

- A company produces and sells \var{P} different products. 
- The demand for each prod"
nlp4lp_test_280,orig,tfidf,1,0,7,6,0,0,1,1,1,0.8571,0.8333,7,high,4+,nlp4lp_test_280,nlp4lp_test_280,"PROBLEM TYPE: MILP

PROBLEM INFO: 
- A company produces \var{N} kinds of products. 
- A product of the \var{i}-th type r"
nlp4lp_test_281,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,8,high,3,nlp4lp_test_281,nlp4lp_test_281,"PROBLEM TYPE: LP

PROBLEM INFO: 

- A manager of an oil refinery has \var{allocated_i} million barrels of crude oil type"
nlp4lp_test_282,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.5000,7,high,4+,nlp4lp_test_282,nlp4lp_test_282,"PROBLEM TYPE: LP

PROBLEM INFO: 

- An investor has a portfolio of \var{N} different stocks.
- He has bought \var{bought"
nlp4lp_test_283,orig,tfidf,0,1,8,0,0,0,0,0,0,0.0000,0.0000,11,high,4+,nlp4lp_test_284,nlp4lp_test_283,"PROBLEM TYPE: LP
PROBLEM INFO:

- A food is manufactured by refining raw oils and blending them together. 
- The raw oil"
nlp4lp_test_284,orig,tfidf,1,0,11,2,0,0,0,1,1,0.1818,0.5000,13,high,4+,nlp4lp_test_284,nlp4lp_test_284,"PROBLEM TYPE: LP or MILP
PROBLEM INFO:

- A food is manufactured by refining raw oils and blending them together. 
- The"
nlp4lp_test_285,orig,tfidf,1,0,6,3,0,0,0,1,1,0.5000,0.6667,16,high,4+,nlp4lp_test_285,nlp4lp_test_285,"PROBLEM TYPE: LP
PROBLEM INFO:

- An engineering factory makes several products on the machines, and the number of machi"
nlp4lp_test_286,orig,tfidf,0,1,2,2,1,0,0,1,0,1.0000,0.5000,17,high,2,nlp4lp_test_285,nlp4lp_test_286,"PROBLEM TYPE: MILP
PROBLEM INFO:

- An engineering factory makes several products on the machines, and the number of mac"
nlp4lp_test_287,orig,tfidf,0,1,1,1,1,1,1,0,0,1.0000,1.0000,15,high,1,nlp4lp_test_293,nlp4lp_test_287,"PROBLEM TYPE: LP
PROBLEM INFO:

- A company is undergoing a number of changes that will affect its manpower requirements"
nlp4lp_test_288,orig,tfidf,0,1,1,1,1,1,1,0,0,1.0000,1.0000,15,high,1,nlp4lp_test_293,nlp4lp_test_288,"PROBLEM TYPE: LP
PROBLEM INFO:

- A company is undergoing a number of changes that will affect its manpower requirements"
nlp4lp_test_289,orig,tfidf,1,0,5,2,0,1,0,0,1,0.4000,1.0000,8,high,4+,nlp4lp_test_289,nlp4lp_test_289,"PROBLEM TYPE: MIP
PROBLEM INFO:

- A mining company is going to continue operating in a certain area for the next years."
nlp4lp_test_290,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,17,high,0,nlp4lp_test_293,nlp4lp_test_290,"PROBLEM TYPE: LP
PROBLEM INFO:

- A farmer wishes to plan production on his \var{all_space} acre farm over the next five"
nlp4lp_test_291,orig,tfidf,0,1,1,1,1,1,1,0,0,1.0000,1.0000,21,high,1,nlp4lp_test_293,nlp4lp_test_291,"PROBLEM TYPE: LP
PROBLEM INFO:

- An economy consists of several industries. 
- Each unit produced by one of the industr"
nlp4lp_test_292,orig,tfidf,0,1,1,1,1,1,1,0,0,1.0000,1.0000,19,high,1,nlp4lp_test_293,nlp4lp_test_292,"PROBLEM TYPE: LP
PROBLEM INFO:

- An economy consists of several industries. 
- Each unit produced by one of the industr"
nlp4lp_test_293,orig,tfidf,1,0,0,0,1,0,0,0,0,0.0000,0.0000,21,high,0,nlp4lp_test_293,nlp4lp_test_293,"PROBLEM TYPE: LP
PROBLEM INFO:

- An economy consists of several industries. 
- Each unit produced by one of the industr"
nlp4lp_test_294,orig,tfidf,1,0,2,1,0,1,0,0,1,0.5000,1.0000,8,high,2,nlp4lp_test_294,nlp4lp_test_294,"PROBLEM TYPE: MIP
PROBLEM INFO:

- A large company wishes to move some of its departments out of London. 
- There are be"
nlp4lp_test_295,orig,tfidf,1,0,1,0,0,0,0,0,0,0.0000,0.0000,2,low,1,nlp4lp_test_295,nlp4lp_test_295,"PROBLEM TYPE: LP
PROBLEM INFO:

- A quantity y is known to depend on another quantity x. A set of corresponding values h"
nlp4lp_test_296,orig,tfidf,1,0,1,0,0,0,0,0,0,0.0000,0.0000,2,low,1,nlp4lp_test_296,nlp4lp_test_296,"PROBLEM TYPE: LP
PROBLEM INFO:

- A quantity y is known to depend on another quantity x. A set of corresponding values h"
nlp4lp_test_297,orig,tfidf,1,0,1,0,0,0,0,0,0,0.0000,0.0000,3,medium,1,nlp4lp_test_297,nlp4lp_test_297,"PROBLEM TYPE: LP
PROBLEM INFO:

- A quantity y is known to depend on another quantity x. A set of corresponding values h"
nlp4lp_test_298,orig,tfidf,1,0,2,0,0,0,0,0,0,0.0000,0.0000,9,high,2,nlp4lp_test_298,nlp4lp_test_298,"PROBLEM TYPE: MIP
PROBLEM INFO:

- A number of power stations are committed to meeting the following electricity load de"
nlp4lp_test_299,orig,tfidf,0,1,1,1,1,1,1,0,0,1.0000,1.0000,6,high,1,nlp4lp_test_321,nlp4lp_test_299,"PROBLEM TYPE: LP
PROBLEM INFO:

- We suppose that some products can be produced, each of them passing through several st"
nlp4lp_test_300,orig,tfidf,1,0,2,1,0,1,0,0,1,0.5000,1.0000,3,medium,2,nlp4lp_test_300,nlp4lp_test_300,"PROBLEM TYPE: MIP
PROBLEM INFO:

- The knapsack problem has a significant place in the study of integer programming mode"
nlp4lp_test_301,orig,tfidf,1,0,2,0,0,0,0,0,0,0.0000,0.0000,5,medium,2,nlp4lp_test_301,nlp4lp_test_301,"PROBLEM TYPE: LP
PROBLEM INFO:

- We assume that there are available at the market different foods and that the food \va"
nlp4lp_test_302,orig,tfidf,1,0,3,1,0,1,0,0,1,0.3333,1.0000,5,medium,3,nlp4lp_test_302,nlp4lp_test_302,"PROBLEM TYPE: LP
PROBLEM INFO:

- Consider the problem of operating a warehouse, by buying and selling the stock of a ce"
nlp4lp_test_303,orig,tfidf,1,0,3,2,0,1,0,0,1,0.6667,1.0000,7,high,3,nlp4lp_test_303,nlp4lp_test_303,"PROBLEM TYPE: LP
PROBLEM INFO:

- A manufacturer wishes to produce \var{alloy_quant} lb of an alloy that consists of sev"
nlp4lp_test_304,orig,tfidf,1,0,2,0,0,0,0,0,0,0.0000,0.0000,5,medium,2,nlp4lp_test_304,nlp4lp_test_304,"PROBLEM TYPE: LP
PROBLEM INFO:

- A small firm specializes in making some types of spare automobile parts. 
- Each part "
nlp4lp_test_305,orig,tfidf,1,0,5,0,0,0,0,0,0,0.0000,0.0000,3,medium,4+,nlp4lp_test_305,nlp4lp_test_305,"PROBLEM TYPE: LP
PROBLEM INFO:

- A small computer manufacturing company forecasts the demand over the next \var{n}-th m"
nlp4lp_test_306,orig,tfidf,1,0,3,0,0,0,0,0,0,0.0000,0.0000,3,medium,3,nlp4lp_test_306,nlp4lp_test_306,"PROBLEM TYPE: LP or MILP
PROBLEM INFO:

- To operate a cafeteria, the manager must ensure on-call duty based on the stat"
nlp4lp_test_307,orig,tfidf,1,0,8,5,0,0,0,1,1,0.6250,0.4000,4,medium,4+,nlp4lp_test_307,nlp4lp_test_307,"PROBLEM TYPE: LP
PROBLEM INFO:

- A foundry receives a specific order for \var{n_steel_quant} tons of steel. 
- This ste"
nlp4lp_test_308,orig,tfidf,1,0,2,0,0,0,0,0,0,0.0000,0.0000,2,low,2,nlp4lp_test_308,nlp4lp_test_308,"PROBLEM TYPE: MILP
PROBLEM INFO:

- Before going on vacation you want to make floppy disk backups of important files. 
-"
nlp4lp_test_309,orig,tfidf,1,0,3,1,0,1,0,0,1,0.3333,1.0000,6,high,3,nlp4lp_test_309,nlp4lp_test_309,"PROBLEM TYPE: LP
PROBLEM INFO:

- An Italian transport company must send empty containers from its depots to ports. 
- T"
nlp4lp_test_310,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,7,high,2,nlp4lp_test_310,nlp4lp_test_310,"PROBLEM TYPE: LP

PROBLEM INFO:

- Wild Sports produces \var{M} different products using \var{N} different raw materials"
nlp4lp_test_311,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,9,high,0,nlp4lp_test_321,nlp4lp_test_311,"PROBLEM TYPE: LP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var{"
nlp4lp_test_312,orig,tfidf,1,0,5,5,1,1,1,0,1,1.0000,1.0000,15,high,4+,nlp4lp_test_312,nlp4lp_test_312,"PROBLEM TYPE: LP

PROBLEM INFO:

- Custom Tees is planning an online advertising campaign with \var{A} different ad type"
nlp4lp_test_313,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,12,high,2,nlp4lp_test_313,nlp4lp_test_313,"PROBLEM TYPE: LP

PROBLEM INFO:

- A company produces \var{S} different types of steel using \var{A} different alloys.
-"
nlp4lp_test_314,orig,tfidf,1,0,1,1,1,1,1,0,1,1.0000,1.0000,3,medium,1,nlp4lp_test_314,nlp4lp_test_314,"PROBLEM TYPE: LP or MILP

PROBLEM INFO:

- The town has \var{S} different shifts for the police officers during the day."
nlp4lp_test_315,orig,tfidf,1,0,8,8,1,0,0,1,1,1.0000,0.3750,9,high,4+,nlp4lp_test_315,nlp4lp_test_315,"PROBLEM TYPE: LP or MILP

PROBLEM INFO:

- A fine foods company produces gift baskets for a season that lasts \var{W} we"
nlp4lp_test_316,orig,tfidf,0,1,2,2,1,1,1,0,0,1.0000,1.0000,11,high,2,nlp4lp_test_325,nlp4lp_test_316,"PROBLEM TYPE: LP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var{"
nlp4lp_test_317,orig,tfidf,0,1,0,0,1,0,0,0,0,0.0000,0.0000,12,high,0,nlp4lp_test_321,nlp4lp_test_317,"PROBLEM TYPE: LP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var{"
nlp4lp_test_318,orig,tfidf,0,1,4,4,1,1,1,0,0,1.0000,1.0000,15,high,4+,nlp4lp_test_312,nlp4lp_test_318,"PROBLEM TYPE: LP

PROBLEM INFO:

- Custom Tees is planning an online advertising campaign with \var{A} different ad type"
nlp4lp_test_319,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,6,high,2,nlp4lp_test_319,nlp4lp_test_319,"PROBLEM TYPE: LP

PROBLEM INFO:

- A small electric utility operates \var{P} power plants to supply electricity to \var{"
nlp4lp_test_320,orig,tfidf,1,0,2,1,0,1,0,0,1,0.5000,1.0000,1,low,2,nlp4lp_test_320,nlp4lp_test_320,"PROBLEM TYPE: LP

PROBLEM INFO:

- US soybean suppliers ship soybeans to different destinations using various routes.
- "
nlp4lp_test_321,orig,tfidf,1,0,4,4,1,0,0,1,1,1.0000,0.7500,11,high,4+,nlp4lp_test_321,nlp4lp_test_321,"PROBLEM TYPE: LP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var{"
nlp4lp_test_322,orig,tfidf,0,1,3,3,1,0,0,1,0,1.0000,0.6667,11,high,3,nlp4lp_test_321,nlp4lp_test_322,"PROBLEM TYPE: LP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var{"
nlp4lp_test_323,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,13,high,2,nlp4lp_test_323,nlp4lp_test_323,"PROBLEM TYPE: LP

PROBLEM INFO:

- A delivery person starts at the intersection of \var{1}th Avenue and \var{1}th Street"
nlp4lp_test_324,orig,tfidf,1,0,7,5,0,0,0,1,1,0.7143,0.8000,5,medium,4+,nlp4lp_test_324,nlp4lp_test_324,"PROBLEM TYPE: MIP

PROBLEM INFO:

- A seaport unloads shipping containers off of rail cars, holds them in its yard on a "
nlp4lp_test_325,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,11,high,2,nlp4lp_test_325,nlp4lp_test_325,"PROBLEM TYPE: MIP

PROBLEM INFO:

- A division of an auto parts manufacturer produces \var{P} different parts using \var"
nlp4lp_test_326,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,3,medium,2,nlp4lp_test_326,nlp4lp_test_326,"PROBLEM TYPE: MILP

PROBLEM INFO:

- A team of translators is being assem- bled for the summer Olympics to translate fro"
nlp4lp_test_327,orig,tfidf,1,0,3,3,1,1,1,0,1,1.0000,1.0000,5,medium,3,nlp4lp_test_327,nlp4lp_test_327,"PROBLEM TYPE: MILP

PROBLEM INFO:

- A company has \var{I} projects to be done by consultants.
- They have a choice of \"
nlp4lp_test_328,orig,tfidf,1,0,5,5,1,0,0,1,1,1.0000,0.6000,5,medium,4+,nlp4lp_test_328,nlp4lp_test_328,"PROBLEM TYPE: MILP

PROBLEM INFO:

- The network faces an intrusion that requires immediate intervention.
- Intervention"
nlp4lp_test_329,orig,tfidf,1,0,2,2,1,1,1,0,1,1.0000,1.0000,5,medium,2,nlp4lp_test_329,nlp4lp_test_329,"PROBLEM TYPE: MILP

PROBLEM INFO:

- A traveler based in \var{start_city} needs to visit \var{N} towns for business.
- T"
nlp4lp_test_330,orig,tfidf,1,0,1,1,1,1,1,0,1,1.0000,1.0000,6,high,1,nlp4lp_test_330,nlp4lp_test_330,"PROBLEM TYPE: MILP

PROBLEM INFO:

- A paper company produces large rolls of paper with a width of \var{large_roll_width"
